iter	MAP:top=7
374	0.1543418108
375	0.1543410619
376	0.1543410619
377	0.154381688
378	0.1546217752
379	0.1546448404
380	0.1547322084
381	0.1547342678
382	0.1549530247
383	0.1549907303
384	0.1549949239
385	0.1549020517
386	0.1549827798
387	0.1551471564
388	0.1550614858
389	0.1551147304
390	0.1551210209
391	0.1551870711
392	0.1551842753
393	0.1552926116
394	0.1555133031
395	0.1555882649
396	0.1556324294
397	0.1556434378
398	0.155654184
399	0.1556615229
400	0.1557010532
401	0.1557230699
402	0.1557688508
403	0.155775653
404	0.1557884961
405	0.1557957039
406	0.1557985496
407	0.1558593016
408	0.1558514385
409	0.1558799554
410	0.1559082626
411	0.1559491034
412	0.156034774
413	0.1560514612
414	0.1560857969
415	0.1560968052
416	0.156102921
417	0.1561099978
418	0.156238264
419	0.1562440927
420	0.1562568484
421	0.156327287
422	0.1563426388
423	0.1564059369
424	0.1563991222
425	0.1564545135
426	0.1564823215
427	0.1564727509
428	0.1565595298
429	0.1565416356
430	0.1566176133
431	0.1567696336
432	0.1567819525
433	0.1569358761
434	0.1569614874
435	0.1569824782
436	0.1569877203
437	0.1570065918
438	0.1570170759
439	0.1570537705
440	0.1570945239
441	0.1572622742
442	0.1572845755
443	0.1573553436
444	0.1573238911
445	0.1573595123
446	0.1573804057
447	0.157392787
448	0.1574627812
449	0.1576702677
450	0.1577295282
451	0.1577430078
452	0.1578714388
453	0.1579928803
454	0.1581449006
455	0.1581966474
456	0.1582328177
457	0.1582705108
458	0.1583545338
459	0.1583545338
460	0.1584242535
461	0.1584253768
462	0.1584400546
463	0.1584482672
464	0.1584541083
465	0.1585224301
466	0.158514567
467	0.1586926229
468	0.1587405006
469	0.1587705802
470	0.1587848087
471	0.1587664614
472	0.1588669346
473	0.1588137462
474	0.1588098021
475	0.1588923649
476	0.1588609873
477	0.1589556443
478	0.1589413034
479	0.1590246525
480	0.1590748891
481	0.1590623081
482	0.1591362214
483	0.1590728547
484	0.159076599
485	0.1591016112
486	0.1591382621
487	0.1592486952
488	0.1592722846
489	0.1593053097
490	0.1592738572
491	0.1592817203
492	0.1594356378
493	0.1595415278
494	0.1595759757
495	0.1595878078
496	0.1596057807
497	0.1596402286
498	0.159665091
499	0.1596821652
500	0.1596594995
501	0.1597570022
502	0.1597546932
503	0.1599227018
504	0.1599994109
505	0.1600162155
506	0.1601296691
507	0.1601084012
508	0.1601199338
509	0.1601294219
510	0.1603098992
511	0.1603244023
512	0.1603465938
513	0.1603480915
514	0.1604318899
515	0.1604625935
516	0.1605440704
517	0.1605931213
518	0.1606325867
519	0.1606610187
520	0.1606699302
521	0.1606972639
522	0.1608369279
523	0.1608690356
524	0.1608599743
525	0.1609829136
526	0.1610041365
527	0.1611230568
528	0.1612584373
529	0.1612882422
530	0.1614405621
531	0.1616575841
532	0.1616321913
533	0.1616450344
534	0.161719749
535	0.1617368232
536	0.1617153681
537	0.1617278592
538	0.161786241
539	0.1618479927
540	0.1618533096
541	0.1619135037
542	0.162074101
543	0.1620606214
544	0.1620981896
545	0.1621311024
546	0.1622078989
547	0.1622164435
548	0.1622046862
549	0.1622261787
550	0.1622709985
551	0.1623108383
552	0.1623626975
553	0.1623997477
554	0.162513763
555	0.1624890628
556	0.1624890628
557	0.162579888
558	0.1626841305
559	0.1626788136
560	0.1626607658
561	0.1626312604
562	0.1626385993
563	0.1626937535
564	0.16276059
565	0.1628563403
566	0.1628618445
567	0.1629318263
568	0.1629255358
569	0.162950196
570	0.1629501211
571	0.1629530043
572	0.1630151753
573	0.1630421346
574	0.1630657239
575	0.1630447556
576	0.1630793533
577	0.1631296773
578	0.1631535662
579	0.1631343453
580	0.1632170802
581	0.1633004293
582	0.1632912557
583	0.1632893835
584	0.1632893835
585	0.1633459979
586	0.1633459979
587	0.1634733805
588	0.1634807194
589	0.1634807194
590	0.1635152797
591	0.1635074165
592	0.1635255017
593	0.1636190728
594	0.1636247518
595	0.1637778205
596	0.1637746752
597	0.1638973399
598	0.163907824
599	0.1639550027
600	0.1640124035
601	0.1640124035
602	0.1640566616
603	0.164048484
604	0.1640648243
605	0.1641881155
606	0.1642173838
607	0.1642137143
608	0.1643172454
609	0.1643214391
610	0.1643773983
611	0.1643986811
612	0.1644066228
613	0.1644209974
614	0.1644292536
615	0.1644499074
616	0.1644499074
617	0.1645735768
618	0.1645788189
619	0.164608725
620	0.1646022248
621	0.1646337384
622	0.1646651909
623	0.1647361836
624	0.1647490791
625	0.1647788841
626	0.1647788841
627	0.1648438859
628	0.1648475553
629	0.1648423507
630	0.1648702086
631	0.1648946717
632	0.1648983411
633	0.1648794197
634	0.1649475667
635	0.165051285
636	0.1650560029
637	0.1650464923
638	0.1650512101
639	0.1650538312
640	0.1650721784
641	0.1651085235
642	0.1651296229
643	0.165122284
644	0.1651726079
645	0.1652134962
646	0.1652362555
647	0.1654724986
648	0.1654850346
649	0.1655498617
650	0.1655498617
651	0.1655498617
652	0.165641623
653	0.1656984921
654	0.1656946479
655	0.1657791764
656	0.1657507643
657	0.1657507643
658	0.1658318668
659	0.1658885262
660	0.1660201024
661	0.1660389739
662	0.166001493
663	0.1660563601
664	0.1661028835
665	0.1661880748
666	0.1661648599
667	0.1661519045
668	0.1662046997
669	0.1662597415
670	0.1662597415
671	0.1662597415
672	0.1662911141
673	0.166314329
674	0.1663294861
675	0.1663231957
676	0.1663202002
677	0.1663359264
678	0.1663359264
679	0.1663857262
680	0.166401033
681	0.1664272434
682	0.16649899
683	0.1664878069
684	0.1664730243
685	0.16648246
686	0.1665563733
687	0.1665560738
688	0.1665832577
689	0.1665814604
690	0.1666002445
691	0.1667374872
692	0.1667589797
693	0.1667457247
694	0.166928848
695	0.1669326797
696	0.1669693743
697	0.166966229
698	0.167031081
699	0.1670392063
700	0.1670706587
701	0.1671395921
702	0.1673318016
703	0.1673244627
704	0.1675171091
705	0.1675214775
706	0.1674988617
707	0.1674842887
708	0.1675910399
709	0.1675793014
710	0.1676277907
711	0.1676644852
712	0.1677541248
713	0.1677460819
714	0.1677995511
715	0.1678492985
716	0.1678655489
717	0.1679026928
718	0.1679368037
719	0.1679748088
720	0.1679998023
721	0.1679828404
722	0.1680415517
723	0.1680614342
724	0.1680843683
725	0.1680959383
726	0.1680959383
727	0.1681155961
728	0.1681155961
729	0.1681559601
730	0.1681968483
731	0.1681971479
732	0.1681987205
733	0.1682119755
734	0.1682282259
735	0.168262554
736	0.1682770259
737	0.1683627339
738	0.1683847506
739	0.1684975864
740	0.1685058427
741	0.1685296941
742	0.1685296941
743	0.1685858093
744	0.1686698698
745	0.1687353958
746	0.1687143526
747	0.1688899623
748	0.1689161727
749	0.1689228126
750	0.1689180948
751	0.1689468888
752	0.1689947664
753	0.1689947664
754	0.1689982611
755	0.1690884249
756	0.1691342556
757	0.1691739207
758	0.1691772594
759	0.1691534454
760	0.1691671796
761	0.1692021768
762	0.1692698557
763	0.1692750978
764	0.1692264963
765	0.1692414736
766	0.1693147729
767	0.1692809989
768	0.1693410332
769	0.1693956007
770	0.169451691
771	0.1694548362
772	0.1694680463
773	0.169546328
774	0.1695545406
775	0.1695472017
776	0.1696274579
777	0.1696589104
778	0.169630079
779	0.1696615314
780	0.1696430194
781	0.1696465141
782	0.1696966546
783	0.1697039186
784	0.1696925358
785	0.169699051
786	0.1697170051
787	0.1697196261
788	0.1697579807
789	0.169776328
790	0.1697970342
791	0.1698009657
792	0.1698050096
793	0.169818689
794	0.1698573056
795	0.1698658053
796	0.1698753721
797	0.169878742
798	0.169889663
799	0.1699184944
800	0.1699206961
801	0.1699421886
802	0.1699603112
803	0.1699847743
804	0.1700302755
805	0.1701403592
806	0.1701940081
807	0.170196704
808	0.1702241426
809	0.1702304331
810	0.1702639824
811	0.1703217201
812	0.1703274864
813	0.1703674011
814	0.1703718943
815	0.1703755638
816	0.1703755638
817	0.1703917094
818	0.1704231619
819	0.170402568
820	0.1704135763
821	0.1704346745
822	0.1705013687
823	0.1706425928
824	0.1706467353
825	0.1706467353
826	0.1706876048
827	0.1706876048
828	0.1706965163
829	0.1707661311
830	0.1707346787
831	0.1707604959
832	0.1707871556
833	0.1708862933
834	0.1709196928
835	0.1709376657
836	0.17092735
837	0.1709252532
838	0.1709881282
839	0.1709735502
840	0.1709127421
841	0.1709444567
842	0.1710120795
843	0.1710167974
844	0.1711015443
845	0.1712171322
846	0.1712349552
847	0.1712507788
848	0.1712581177
849	0.1712124368
850	0.1712736568
851	0.1712723462
852	0.1713604506
853	0.1713604506
854	0.1713735558
855	0.1713605629
856	0.1713656103
857	0.1713730241
858	0.1713628695
859	0.1715132123
860	0.1716358769
861	0.1716555872
862	0.1716566356
863	0.1716614471
864	0.171717762
865	0.1716543328
866	0.1717187355
867	0.1718437416
868	0.1719080095
869	0.1719649984
870	0.172006935
871	0.1720362907
872	0.1721720605
873	0.1722058195
874	0.1722058195
875	0.1723200182
876	0.1723090997
877	0.1722846716
878	0.17229568
879	0.17231716
880	0.1724070242
881	0.1724444302
882	0.172469068
883	0.1725005205
884	0.1725298761
885	0.1725725616
886	0.1726040141
887	0.1726057964
888	0.172625891
889	0.1726498548
890	0.1726498548
891	0.1726498548
892	0.1726682021
893	0.1726771885
894	0.1727322303
895	0.172736424
896	0.1727547713
897	0.1728087647
898	0.1728253646
899	0.1728279857
900	0.1729071161
901	0.172889293
902	0.1729113098
903	0.1729829515
904	0.1730960306
905	0.1731012727
906	0.1730811207
907	0.1730694833
908	0.1730944356
909	0.1730601973
910	0.1731543613
911	0.1732463722
912	0.173247211
913	0.173265034
914	0.1732618888
915	0.1732747319
916	0.1732939778
917	0.1733101234
918	0.1733197688
919	0.173355415
920	0.1733622297
921	0.1733759901
922	0.1734126847
923	0.1734454477
924	0.1734510829
925	0.1734510829
926	0.1735307188
927	0.1735487104
928	0.1735947808
929	0.1736179957
930	0.173685163
931	0.1737209963
932	0.1737209963
933	0.1737320047
934	0.1738284589
935	0.1738432678
936	0.1738432678
937	0.1738410212
938	0.1738672316
939	0.1738809921
940	0.1738895891
941	0.1738895891
942	0.1739871916
943	0.1739953093
944	0.1739434128
945	0.1740849489
946	0.1740941225
947	0.1740873827
948	0.1741426867
949	0.17414044
950	0.17414044
951	0.174192112
952	0.1741879183
953	0.1742375433
954	0.1742316722
955	0.1742814719
956	0.174349619
957	0.1743758294
958	0.1743922546
959	0.1743915556
960	0.1744005982
961	0.1743847596
962	0.1743847596
963	0.1744416362
964	0.174478855
965	0.1745113558
966	0.1745152874
967	0.1745467399
968	0.1745991831
969	0.1745362782
970	0.174578739
971	0.1745888737
972	0.1746258304
973	0.1746258304
974	0.1746041132
975	0.1745979974
976	0.1745979974
977	0.1746304609
978	0.1746259677
979	0.17467739
980	0.174700168
981	0.1747421047
982	0.174747871
983	0.174747871
984	0.1747698877
985	0.1747740814
986	0.1748274382
987	0.1748641328
988	0.1748846967
989	0.1749578612
990	0.1749426442
991	0.174929539
992	0.1750181301
993	0.1750207511
994	0.1750259932
995	0.1750333321
996	0.1750385742
997	0.1750385742
998	0.175092137
999	0.1750659266
1000	0.1751083875
1001	0.1751083875
1002	0.1751324411
1003	0.1751861912
1004	0.1751979858
1005	0.1752644666
1006	0.1752896286
1007	0.1752644666
