iter	MAP:top=7
0	0.0499669202
1	0.0562613392
2	0.05834794823
3	0.05921017928
4	0.05899830577
5	0.05890036763
6	0.05866680552
7	0.05933875082
8	0.05936055206
9	0.06014219532
10	0.06039717277
11	0.06086371722
12	0.06135473923
13	0.06159201014
14	0.06182024073
15	0.06207760493
16	0.06202223679
17	0.06215076631
18	0.06254563904
19	0.06260317032
20	0.06261772458
21	0.06270142908
22	0.06313176754
23	0.06324868241
24	0.06343020493
25	0.06377805345
26	0.06382987094
27	0.06387919651
28	0.06401301569
29	0.06422467456
30	0.0644213303
31	0.06466108149
32	0.06472156486
33	0.06485809424
34	0.06510826478
35	0.06526017541
36	0.06528272123
37	0.06554816238
38	0.06557899299
39	0.06563105767
40	0.06578429416
41	0.06582092228
42	0.0658376171
43	0.0660855715
44	0.06610667418
45	0.06631967436
46	0.06624465319
47	0.06641904601
48	0.06647760495
49	0.06643099506
50	0.0665488459
51	0.06664254446
52	0.06673207687
53	0.06669929859
54	0.06684770675
55	0.06687185737
56	0.06702974626
57	0.0672526498
58	0.06734540741
59	0.0673696504
60	0.06759697409
61	0.06768943268
62	0.06789014275
63	0.06805030028
64	0.06806482514
65	0.06815501492
66	0.06826026748
67	0.06834962845
68	0.06839957501
69	0.06848808125
70	0.06854879154
71	0.06855155474
72	0.06868460375
73	0.06880902991
74	0.06890017958
75	0.06897316154
76	0.06902184171
77	0.06924509479
78	0.06941110266
79	0.06945228732
80	0.0695021583
81	0.06960789345
82	0.06959634494
83	0.06966711607
84	0.06970533869
85	0.06967929073
86	0.069710018
87	0.069803478
88	0.06983439931
89	0.06991770859
90	0.06998491214
91	0.07007679559
92	0.07011720161
93	0.07019021879
94	0.07024246522
95	0.07038546028
96	0.0704045568
97	0.07044640963
98	0.07048535291
99	0.07054438614
100	0.07064471119
101	0.07075937122
102	0.07083955065
103	0.07082012454
104	0.07086599466
105	0.07094550975
106	0.07096281044
107	0.07104222402
108	0.07109564115
109	0.07124597124
110	0.07131325404
111	0.07131063321
112	0.07139670485
113	0.07146393781
114	0.07145561466
115	0.07156168473
116	0.07163626135
117	0.0716504101
118	0.07180385042
119	0.07184925622
120	0.0718932599
121	0.07192460849
122	0.07197375697
123	0.07204269805
124	0.07206150883
125	0.07209202562
126	0.07218101945
127	0.07219959682
128	0.07226208102
129	0.07231210699
130	0.07248466743
131	0.07257188403
132	0.07255313488
133	0.07264567935
134	0.07280595184
135	0.07281596367
136	0.07289797151
137	0.07295294941
138	0.07298695487
139	0.0729726596
140	0.07297103986
141	0.07302486533
142	0.07309387701
143	0.07315997332
144	0.07318402725
145	0.07325829239
146	0.07333153068
