iter	Passed	Remaining
292	78448	323164
293	78677	322739
294	78882	322213
295	79109	321781
296	79390	321570
297	79648	321266
298	79912	320987
299	80159	320636
300	80445	320446
301	80728	320239
302	80994	319967
303	81255	319676
304	81500	319322
305	81800	319183
306	82030	318771
307	82270	318396
308	82513	318037
309	82751	317660
310	83009	317357
311	83279	317102
312	83557	316878
313	83782	316452
314	84011	316042
315	84231	315602
316	84464	315211
317	84712	314874
318	84940	314465
319	85203	314188
320	85470	313924
321	85757	313733
322	86035	313508
323	86298	313232
324	86545	312895
325	86757	312432
326	87029	312187
327	87262	311804
328	87578	311714
329	87854	311482
330	88120	311217
331	88392	310972
332	88682	310789
333	88947	310516
334	89227	310297
335	89545	310212
336	89816	309961
337	90044	309562
338	90304	309274
339	90591	309078
340	90894	308935
341	91184	308746
342	91453	308487
343	91740	308290
344	92055	308184
345	92353	308024
346	92619	307752
347	92841	307335
348	93065	306929
349	93286	306514
350	93646	306553
351	93864	306125
352	94107	305781
353	94389	305565
354	94590	305088
355	94853	304809
356	95082	304424
357	95362	304200
358	95594	303825
359	95862	303565
360	96107	303230
361	96386	303006
362	96649	302727
363	96920	302477
364	97164	302142
365	97443	301916
366	97745	301758
367	97983	301407
368	98239	301106
369	98527	300907
370	98778	300594
371	99068	300400
372	99300	300031
373	99582	299811
374	99850	299550
375	100124	299306
376	100426	299149
377	100696	298894
378	100989	298705
379	101271	298483
380	101541	298228
381	101820	297999
382	102073	297693
383	102341	297429
384	102568	297049
385	102836	296786
386	103065	296413
387	103290	296027
388	103567	295792
389	103853	295581
390	104152	295408
391	104407	295110
392	104692	294897
393	104928	294544
394	105231	294381
395	105487	294087
396	105734	293765
397	106018	293548
398	106295	293310
399	106517	292921
400	106751	292568
401	107004	292267
402	107266	291988
403	107566	291815
404	107837	291560
405	108133	291375
406	108376	291045
407	108632	290751
408	108865	290395
409	109097	290040
410	109368	289786
411	109626	289498
412	109922	289312
413	110191	289052
414	110449	288764
415	110727	288529
416	111009	288304
417	111263	288007
418	111493	287647
419	111759	287382
420	112019	287100
421	112299	286869
422	112568	286610
423	112792	286237
424	113021	285878
425	113254	285529
426	113515	285251
427	113759	284931
428	113992	284583
429	114229	284245
430	114491	283970
431	114795	283799
432	115017	283427
433	115309	283225
434	115548	282895
435	115812	282624
436	116060	282317
437	116303	281995
438	116526	281627
439	116794	281368
440	117040	281056
441	117270	280706
442	117530	280427
443	117809	280196
444	118056	279885
445	118323	279624
446	118586	279354
447	118855	279097
448	119129	278853
449	119402	278605
450	119655	278311
451	119892	277980
452	120135	277664
453	120395	277387
454	120650	277098
455	120906	276812
456	121183	276573
457	121462	276341
458	121707	276029
459	121940	275691
460	122219	275458
461	122498	275223
462	122803	275047
463	123117	274891
464	123382	274624
465	123630	274322
466	123859	273975
467	124110	273680
468	124391	273448
469	124640	273149
470	124857	272778
471	125119	272506
472	125378	272227
473	125655	271988
474	125940	271767
475	126230	271555
476	126484	271265
477	126743	270986
478	127017	270741
479	127236	270376
480	127525	270164
481	127758	269829
482	127989	269492
483	128416	269567
484	128697	269335
485	128974	269094
486	129202	268751
487	129448	268446
488	129676	268103
489	129974	267905
490	130275	267714
491	130544	267456
492	130815	267203
493	131047	266869
494	131331	266641
495	131642	266470
496	132029	266449
497	132305	266205
498	132608	266013
499	133000	266000
500	133710	266621
501	134090	266577
502	134375	266346
503	134747	266287
504	135101	266189
505	135483	266147
506	135829	266032
507	136171	265910
508	136463	265688
509	136795	265544
510	137171	265483
511	137560	265448
512	137885	265288
513	138169	265048
514	138513	264923
515	138827	264741
516	139154	264581
517	139425	264316
518	139678	264017
519	139932	263719
520	140238	263518
521	140552	263333
522	140800	263024
523	141107	262826
524	141379	262562
525	141657	262308
526	141883	261960
527	142126	261642
528	142457	261485
529	142770	261296
530	143049	261045
531	143316	260771
532	143557	260450
533	143831	260189
534	144163	260033
535	144602	260068
536	145049	260115
537	145385	259964
538	145646	259677
539	145958	259482
540	146263	259273
541	146508	258957
542	146764	258663
543	147054	258427
544	147376	258246
545	147656	257993
546	147886	257652
547	148191	257441
548	148443	257140
549	148706	256856
550	148985	256600
551	149255	256330
552	149535	256076
553	149808	255810
554	150196	255740
555	150518	255555
556	150876	255432
557	151425	255632
558	152138	256104
559	152484	255956
560	152780	255723
561	153075	255488
562	153354	255228
563	153618	254941
564	153908	254697
565	154177	254420
566	154452	254152
567	154700	253840
568	154944	253520
569	155183	253194
570	155480	252962
571	155729	252651
572	156058	252470
573	156535	252528
574	157063	252666
575	157381	252465
576	157651	252187
577	157951	251957
578	158239	251707
579	158502	251417
580	158828	251227
581	159094	250942
582	159412	250740
583	159682	250460
584	159989	250240
585	160262	249965
586	160538	249695
587	160781	249375
588	161052	249098
589	161354	248869
590	161597	248547
591	161883	248294
592	162175	248048
593	162430	247746
594	162708	247480
595	163135	247440
596	163474	247264
597	163785	247047
598	164093	246825
599	164413	246619
600	164689	246349
601	165012	246147
602	165375	246006
603	165649	245731
604	165937	245477
605	166247	245256
606	166488	244932
607	166719	244595
608	167146	244543
609	167571	244489
610	168126	244622
611	168458	244430
612	168786	244230
613	169141	244070
614	169418	243797
615	169721	243561
616	170032	243337
617	170319	243076
618	170556	242747
619	170855	242505
620	171135	242235
621	171422	241976
622	171680	241674
623	171982	241436
624	172218	241105
625	172480	240811
626	172732	240503
627	173030	240259
628	173298	239972
629	173532	239640
630	173772	239315
631	174068	239068
632	174349	238801
633	174645	238553
634	174868	238207
635	175130	237912
636	175356	237570
637	175618	237277
638	175849	236942
639	176124	236667
640	176413	236410
641	176662	236100
642	176931	235816
643	177172	235496
644	177457	235235
645	177740	234969
646	178072	234768
647	178305	234438
648	178574	234155
649	178836	233863
650	179102	233576
651	179373	233295
652	179632	233000
653	179940	232766
654	180220	232497
655	180606	232365
656	180933	232156
657	181264	231953
658	181554	231695
659	181845	231439
660	182096	231132
661	182357	230838
662	182649	230584
663	182931	230317
664	183222	230061
665	183536	229833
666	183815	229562
667	184071	229262
668	184322	228956
669	184548	228620
670	184819	228339
671	185068	228030
672	185373	227791
673	185645	227512
674	185892	227201
675	186314	227105
676	186613	226857
677	186889	226582
678	187158	226298
679	187566	226182
680	187809	225867
681	188145	225664
682	188547	225539
683	188839	225282
684	189097	224984
685	189389	224727
686	189652	224436
687	189920	224150
688	190203	223882
689	190577	223721
690	190838	223427
691	191132	223172
692	191643	223168
693	192089	223089
694	192425	222881
695	192801	222719
696	193026	222381
697	193328	222134
698	193597	221847
699	193858	221552
700	194210	221361
701	194501	221099
702	195088	221174
703	195551	221106
704	195952	220967
705	196240	220700
706	196522	220427
707	196761	220105
708	197083	219877
709	197366	219604
710	197646	219329
711	197912	219037
712	198186	218755
713	198501	218518
714	198811	218275
715	199180	218097
716	199575	217946
717	199935	217757
718	200232	217499
719	200509	217218
720	200784	216936
721	201037	216630
722	201353	216392
723	201624	216105
724	201856	215778
725	202096	215458
726	202349	215152
727	202617	214863
728	202904	214594
729	203181	214314
730	203410	213984
731	203681	213698
732	203930	213389
733	204172	213073
734	204461	212807
735	204743	212532
736	205057	212291
737	205348	212026
738	205663	211785
739	205906	211471
740	206185	211194
741	206483	210935
742	206739	210634
743	206986	210325
744	207295	210077
745	207545	209771
746	207787	209456
747	208066	209179
748	208302	208858
749	208575	208575
750	208867	208311
751	209148	208036
752	209430	207761
753	209729	207504
754	210086	207303
755	210516	207175
756	210783	206884
757	211039	206585
758	211368	206355
759	211614	206045
760	211896	205770
761	212184	205501
762	212477	205237
763	212696	204901
764	212973	204621
765	213233	204325
766	213495	204031
767	213760	203740
768	214012	203436
769	214294	203161
770	214577	202888
771	214881	202634
772	215181	202376
773	215452	202091
774	215763	201842
775	216027	201551
776	216313	201280
777	216499	200916
778	216755	200616
779	217032	200337
780	217308	200057
781	217620	199809
782	217978	199604
783	218227	199299
784	218472	198990
785	219041	198977
786	219304	198684
787	219599	198419
788	219955	198210
789	220293	197985
790	220530	197668
791	220832	197411
792	221082	197106
793	221321	196792
794	221602	196515
795	221833	196194
796	222145	195945
797	222427	195669
798	222763	195440
799	223058	195176
800	223313	194876
801	223599	194603
802	223892	194337
803	224157	194046
804	224486	193811
805	224766	193533
806	225081	193285
807	225374	193019
808	225648	192735
809	225926	192455
810	226209	192180
811	226491	191904
812	226789	191641
813	227073	191366
814	227340	191077
815	227592	190775
816	227845	190475
817	228111	190185
818	228382	189900
819	228629	189595
820	228929	189333
821	229211	189057
822	229443	188740
823	229743	188478
824	230014	188194
825	230273	187898
826	230535	187605
827	230777	187297
828	231078	187037
829	231347	186750
830	231654	186494
831	231938	186219
832	232211	185936
833	232500	185665
834	232756	185369
835	233018	185076
836	233252	184762
837	233482	184445
838	233714	184129
839	233942	183812
840	234240	183548
841	234497	183253
842	234799	182993
843	235037	182683
844	235259	182360
845	235557	182097
846	235828	181813
847	236092	181524
848	236370	181245
849	236635	180956
850	236923	180685
851	237199	180405
852	237536	180171
853	237813	179891
854	238112	179628
855	238401	179358
856	238691	179088
857	238992	178826
858	239270	178547
859	239558	178276
860	239801	177970
861	240144	177740
862	240456	177486
863	240704	177185
864	240973	176899
865	241221	176598
866	241464	176293
867	241732	176007
868	242025	175740
869	242314	175469
870	242545	175156
871	242786	174850
872	243093	174592
873	243328	174283
874	243615	174010
875	243897	173735
876	244171	173453
877	244451	173176
878	244733	172900
879	244969	172591
880	245240	172308
881	245484	172006
882	245759	171725
883	246033	171444
884	246278	171142
885	246576	170878
886	246848	170595
887	247117	170310
888	247399	170034
889	247655	169741
890	247918	169452
891	248171	169157
892	248475	168896
893	248814	168659
894	249114	168395
895	249531	168211
896	249777	167910
897	250168	167707
898	250494	167461
899	250772	167181
900	251146	166966
901	251499	166736
902	251873	166521
903	252169	166253
904	252507	166012
905	252927	165826
906	253240	165569
907	253517	165288
908	253754	164982
909	254029	164700
910	254258	164389
911	254486	164076
912	254747	163786
913	254990	163483
914	255226	163177
915	255486	162886
916	255715	162576
917	255993	162296
918	256319	162047
919	256584	161759
920	256880	161491
921	257290	161294
922	258145	161375
923	258506	161147
924	258803	160877
925	259086	160600
926	259429	160359
927	259716	160083
928	260004	159809
929	260310	159545
930	260580	159259
931	260814	158951
932	261079	158662
933	261359	158382
934	261594	158075
935	261863	157789
936	262146	157511
937	262403	157218
938	262679	156936
939	262968	156662
940	263230	156371
941	263509	156091
942	263787	155811
943	264050	155521
944	264350	155253
945	264614	154964
946	264883	154678
947	265106	154365
948	265469	154134
949	265784	153875
950	266016	153567
951	266225	153247
952	266498	152964
953	266727	152655
954	266971	152355
955	267232	152065
956	267481	151768
957	267731	151472
958	267977	151174
959	268220	150873
960	268556	150626
961	268918	150392
962	269269	150153
963	269537	149867
964	269844	149603
965	270100	149310
966	270340	149009
967	270585	148710
968	270871	148434
969	271138	148147
970	271382	147848
971	271638	147556
972	271877	147255
973	272276	147040
974	272578	146773
975	272971	146554
976	273260	146279
977	273523	145991
978	273863	145743
979	274120	145451
980	274401	145172
981	274698	144901
982	274943	144604
983	275225	144325
984	275565	144077
985	275865	143808
986	276159	143535
987	276445	143259
988	276695	142964
989	276933	142662
990	277200	142376
991	277436	142074
992	277679	141776
993	277924	141478
994	278210	141202
995	278457	140906
996	278710	140612
997	278954	140315
998	279181	140010
999	279429	139714
1000	279707	139434
1001	279942	139132
1002	280204	138844
1003	280470	138559
1004	280706	138258
1005	280990	137981
1006	281268	137701
1007	281549	137423
1008	281831	137144
1009	282102	136861
1010	282375	136579
1011	282650	136297
1012	283006	136055
1013	283296	135781
1014	283631	135528
1015	283893	135240
1016	284152	134951
1017	284457	134684
1018	284724	134398
1019	285024	134129
1020	285338	133865
1021	285612	133583
1022	285886	133302
1023	286120	133001
1024	286383	132714
1025	286679	132442
1026	286969	132167
1027	287239	131884
1028	287542	131615
1029	287813	131332
1030	288076	131045
1031	288376	130775
1032	288641	130489
1033	288896	130198
1034	289171	129917
1035	289457	129641
1036	289730	129358
1037	290009	129079
1038	290284	128798
1039	290559	128516
1040	290829	128233
1041	291089	127945
1042	291353	127659
1043	291645	127385
1044	291904	127097
1045	292141	126799
1046	292408	126514
1047	292648	126218
1048	292907	125930
1049	293161	125640
1050	293456	125368
1051	293709	125077
1052	293981	124795
1053	294206	124493
1054	294489	124216
1055	294735	123922
1056	295004	123639
1057	295252	123347
1058	295494	123052
1059	295737	122758
1060	295964	122458
1061	296195	122159
1062	296456	121873
1063	296695	121578
1064	296950	121289
1065	297181	120991
1066	297447	120707
1067	297677	120408
1068	297968	120135
1069	298264	119863
1070	298541	119583
1071	298808	119300
1072	299084	119020
1073	299356	118739
1074	299628	118457
1075	299864	118162
1076	300100	117866
1077	300382	117589
1078	300665	117312
1079	300929	117027
1080	301171	116735
1081	301395	116435
1082	301657	116150
1083	301914	115863
1084	302163	115574
1085	302441	115295
1086	302708	115012
1087	302963	114724
1088	303185	114425
1089	303397	114122
1090	303689	113848
1091	303959	113567
1092	304218	113281
1093	304482	112998
1094	304785	112728
1095	305055	112447
1096	305296	112155
1097	305617	111892
1098	305949	111634
1099	306317	111388
1100	306583	111105
1101	306872	110830
1102	307129	110544
1103	307431	110274
1104	307755	110012
1105	308053	109740
1106	308327	109460
1107	308571	109169
1108	308866	108897
1109	309100	108602
1110	309330	108307
1111	309605	108027
1112	309868	107743
1113	310148	107466
1114	310402	107179
1115	310638	106886
1116	310899	106602
1117	311140	106311
1118	311405	106028
1119	311677	105747
1120	311965	105472
1121	312228	105189
1122	312492	104906
1123	312773	104628
1124	312987	104329
1125	313256	104047
1126	313522	103765
1127	313787	103482
1128	314126	103224
1129	314422	102952
1130	314676	102666
1131	314940	102383
1132	315226	102107
1133	315535	101839
1134	315776	101549
1135	316060	101272
1136	316329	100991
1137	316619	100717
1138	316893	100437
1139	317143	100150
1140	317431	99875
1141	317730	99603
1142	318016	99328
1143	318311	99055
1144	318551	98764
1145	318802	98478
1146	319043	98188
1147	319355	97920
1148	319586	97628
1149	319874	97353
1150	320105	97060
1151	320367	96777
1152	320644	96499
1153	320896	96213
1154	321167	95933
1155	321426	95649
1156	321674	95362
1157	321925	95076
1158	322180	94791
1159	322424	94503
1160	322659	94213
1161	322903	93925
1162	323158	93640
1163	323416	93357
1164	323682	93075
1165	323946	92794
1166	324221	92515
1167	324573	92258
1168	324858	91982
1169	325225	91730
1170	325520	91457
1171	325813	91183
1172	326084	90903
1173	326316	90612
1174	326567	90327
1175	326810	90039
1176	327083	89760
1177	327373	89485
1178	327654	89208
1179	327938	88932
1180	328216	88654
1181	328478	88372
1182	328745	88091
1183	329005	87808
1184	329260	87525
1185	329475	87230
1186	329717	86943
1187	329986	86663
1188	330268	86386
1189	330518	86101
1190	330789	85822
1191	331062	85543
1192	331393	85278
1193	331726	85015
1194	331974	84729
1195	332328	84471
1196	332649	84204
1197	332980	83939
1198	333333	83680
1199	333576	83394
1200	333859	83117
1201	334144	82841
1202	334404	82558
1203	334638	82269
1204	334910	81990
1205	335173	81708
1206	335414	81422
